Model,Scenario,Region Group,ISO,Region,Subvertical,Metric,Unit,Value 1,Duration 1 (Years),Value 2,Duration 2 (Years),Value 3,Duration 3 (Years)
PD22,Pathway,SAF,ZAF,South Africa,Nitrogen Fertilizer Management,Max extent,MtCO2e,3.1100,100,NA,NA,NA,NA
PD22,Pathway,NAF,DZA,Algeria,Biochar,Max extent,Mha,3.1038,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,NZL,New Zealand,Nitrogen Fertilizer Management,Max extent,MtCO2e,3.0100,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,BOL,Bolivia,Biochar,Max extent,Mha,2.9639,100,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Agroforestry,Max extent,Mha,2.9608,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,VNM,Vietnam,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.9500,100,NA,NA,NA,NA
PD22,Pathway,EU15,DNK,Denmark (except Greenland),Agroforestry,Max extent,Mha,2.9123,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,KHM,Cambodia,Improved Rice,Max extent,Mha,2.8787,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,UGA,Uganda,Optimal Intensity,Max extent,Mha,2.8653,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,BHS,Bahamas,Natural Regeneration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,CAS,GEO,Georgia,Agroforestry,Max extent,Mha,2.8512,100,NA,NA,NA,NA
PD22,Pathway,CAS,TJK,Tajikistan,Agroforestry,Max extent,Mha,2.8393,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,BEN,Benin,Optimal Intensity,Max extent,Mha,2.8317,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,BGR,Bulgaria,Biochar,Max extent,Mha,2.8012,100,NA,NA,NA,NA
PD22,Pathway,TUR,TUR,Turkey,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.8000,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Cropland Soil Health,Max extent,Mha,2.7863,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,BEN,Benin,Cropland Soil Health,Max extent,Mha,2.7695,100,NA,NA,NA,NA
PD22,Pathway,IDN,IDN,Indonesia,Coastal Restoration,Max extent,Mha,2.7694,100,NA,NA,NA,NA
PD22,Pathway,EEU,BIH,Bosnia and Herzegovina,Natural Regeneration,Max extent,Mha,0.4697,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GHA,Ghana,Optimal Intensity,Max extent,Mha,2.7570,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Agroforestry,Max extent,Mha,2.7459,100,NA,NA,NA,NA
PD22,Pathway,CAN,CAN,Canada,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.7400,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Optimal Intensity,Max extent,Mha,2.7328,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Agroforestry,Max extent,Mha,2.7196,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Agroforestry,Max extent,Mha,2.7066,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Cropland Soil Health,Max extent,Mha,2.7017,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,CIV,Cote d'Ivoire,Optimal Intensity,Max extent,Mha,2.6554,100,NA,NA,NA,NA
PD22,Pathway,PAK,PAK,Pakistan,Improved Rice,Max extent,Mha,2.6332,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Cropland Soil Health,Max extent,Mha,2.6049,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,YEM,Yemen,Optimal Intensity,Max extent,Mha,2.5891,100,NA,NA,NA,NA
PD22,Pathway,CAS,UZB,Uzbekistan,Biochar,Max extent,Mha,2.5834,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,CMR,Cameroon,Optimal Intensity,Max extent,Mha,2.5800,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,IRN,Iran,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.5700,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SEN,Senegal,Biochar,Max extent,Mha,2.5488,100,NA,NA,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Cropland Soil Health,Max extent,Mha,2.5234,100,NA,NA,NA,NA
PD22,Pathway,CAS,TJK,Tajikistan,Cropland Soil Health,Max extent,Mha,2.4985,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,LVA,Latvia,Agroforestry,Max extent,Mha,2.4968,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,SYR,Syria,Biochar,Max extent,Mha,2.4961,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,LBR,Liberia,Cropland Soil Health,Max extent,Mha,2.4680,100,NA,NA,NA,NA
PD22,Pathway,NAF,EGY,Egypt,Biochar,Max extent,Mha,2.4234,100,NA,NA,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.4200,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PRY,Paraguay,Optimal Intensity,Max extent,Mha,2.3968,100,NA,NA,NA,NA
PD22,Pathway,EEU,HRV,Croatia,Agroforestry,Max extent,Mha,2.3956,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,GTM,Guatemala,Agroforestry,Max extent,Mha,2.3881,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,BWA,Botswana,Cropland Soil Health,Max extent,Mha,2.3829,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Agroforestry,Max extent,Mha,2.3818,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,BLR,Belarus,Natural Regeneration,Max extent,Mha,4.8043,100,NA,NA,NA,NA
PD22,Pathway,EU15,ITA,Italy,Optimal Intensity,Max extent,Mha,2.3413,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PRY,Paraguay,Cropland Soil Health,Max extent,Mha,2.3326,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Agroforestry,Max extent,Mha,2.3287,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,THA,Thailand,Optimal Intensity,Max extent,Mha,2.3137,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,COL,Colombia,Biochar,Max extent,Mha,2.2975,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,BOL,Bolivia,Cropland Soil Health,Max extent,Mha,2.2812,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,PRK,Democratic People's Republic of Korea (North Korea),Cropland Soil Health,Max extent,Mha,2.2779,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Cropland Soil Health,Max extent,Mha,2.2575,100,NA,NA,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Agroforestry,Max extent,Mha,2.2450,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Agroforestry,Max extent,Mha,2.2216,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Improved Rice,Max extent,Mha,2.1856,100,NA,NA,NA,NA
PD22,Pathway,PAK,AFG,Afghanistan,Biochar,Max extent,Mha,2.1844,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SLE,Sierra Leone,Cropland Soil Health,Max extent,Mha,2.1513,100,NA,NA,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Biochar,Max extent,Mha,2.1479,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SSD,South Sudan,Cropland Soil Health,Max extent,Mha,2.1286,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Agroforestry,Max extent,Mha,2.1220,100,NA,NA,NA,NA
PD22,Pathway,NAF,LBY,Libya,Cropland Soil Health,Max extent,Mha,2.1206,100,NA,NA,NA,NA
PD22,Pathway,EU15,GRC,Greece,Optimal Intensity,Max extent,Mha,2.0649,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,BEN,Benin,Biochar,Max extent,Mha,2.0431,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Nitrogen Fertilizer Management,Max extent,MtCO2e,2.0300,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,BLZ,Belize,Natural Regeneration,Max extent,Mha,0.1615,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,AGO,Angola,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,MYS,Malaysia,Agroforestry,Max extent,Mha,2.0001,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,BLR,Belarus,Biochar,Max extent,Mha,1.9873,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Agroforestry,Max extent,Mha,1.9769,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Cropland Soil Health,Max extent,Mha,1.9373,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Agroforestry,Max extent,Mha,1.9334,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,BOL,Bolivia,Natural Regeneration,Max extent,Mha,3.1363,100,NA,NA,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Cropland Soil Health,Max extent,Mha,1.8845,100,NA,NA,NA,NA
PD22,Pathway,CAS,UZB,Uzbekistan,Optimal Intensity,Max extent,Mha,1.8718,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,PRK,Democratic People's Republic of Korea (North Korea),Biochar,Max extent,Mha,1.8716,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,LSO,Lesotho,Optimal Intensity,Max extent,Mha,1.8699,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,URY,Uruguay,Biochar,Max extent,Mha,1.8669,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,HND,Honduras,Agroforestry,Max extent,Mha,1.8631,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,VEN,Venezuela,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.8600,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CHL,Chile,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.8500,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,ZMB,Zambia,Biochar,Max extent,Mha,1.8434,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,ZWE,Zimbabwe,Biochar,Max extent,Mha,1.8384,100,NA,NA,NA,NA
PD22,Pathway,EU15,FIN,Finland,Cropland Soil Health,Max extent,Mha,1.8370,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Cropland Soil Health,Max extent,Mha,1.8164,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,YEM,Yemen,Cropland Soil Health,Max extent,Mha,1.8138,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ARG,Argentina,Peat Restoration,Max extent,Mha,0.0185,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Cropland Soil Health,Max extent,Mha,1.8027,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,MRT,Mauritania,Cropland Soil Health,Max extent,Mha,1.7971,100,NA,NA,NA,NA
PD22,Pathway,JPN,JPN,Japan,Biochar,Max extent,Mha,1.7924,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,ROU,Romania,Optimal Intensity,Max extent,Mha,1.7748,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Cropland Soil Health,Max extent,Mha,1.7377,100,NA,NA,NA,NA
PD22,Pathway,CAS,ARM,Armenia,Agroforestry,Max extent,Mha,1.7104,100,NA,NA,NA,NA
PD22,Pathway,EU15,DNK,Denmark (except Greenland),Cropland Soil Health,Max extent,Mha,1.7048,100,NA,NA,NA,NA
PD22,Pathway,CAS,ARM,Armenia,Peat Restoration,Max extent,Mha,0.0020,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Cropland Soil Health,Max extent,Mha,1.6913,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,CZE,Czech Republic,Biochar,Max extent,Mha,1.6883,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,DOM,Dominican Republic,Agroforestry,Max extent,Mha,1.6796,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Cropland Soil Health,Max extent,Mha,1.6237,100,NA,NA,NA,NA
PD22,Pathway,EU15,BEL,Belgium,Agroforestry,Max extent,Mha,1.6210,100,NA,NA,NA,NA
PD22,Pathway,EEU,BIH,Bosnia and Herzegovina,Agroforestry,Max extent,Mha,1.6091,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Natural Regeneration,Max extent,Mha,46.7980,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Peat Restoration,Max extent,Mha,0.1870,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Cropland Soil Health,Max extent,Mha,1.5925,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,GTM,Guatemala,Biochar,Max extent,Mha,1.5797,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Biochar,Max extent,Mha,1.5710,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Biochar,Max extent,Mha,1.5550,100,NA,NA,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Agroforestry,Max extent,Mha,1.5371,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,NAM,Namibia,Cropland Soil Health,Max extent,Mha,1.5084,100,NA,NA,NA,NA
PD22,Pathway,CAS,TKM,Turkmenistan,Biochar,Max extent,Mha,1.5038,100,NA,NA,NA,NA
PD22,Pathway,JPN,JPN,Japan,Improved Rice,Max extent,Mha,1.4912,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Improved Rice,Max extent,Mha,1.4896,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Agroforestry,Max extent,Mha,1.4883,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CHL,Chile,Cropland Soil Health,Max extent,Mha,1.4783,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CUB,Cuba,Cropland Soil Health,Max extent,Mha,1.4691,100,NA,NA,NA,NA
PD22,Pathway,EEU,HRV,Croatia,Cropland Soil Health,Max extent,Mha,1.4660,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Biochar,Max extent,Mha,1.4590,100,NA,NA,NA,NA
PD22,Pathway,EU15,DNK,Denmark (except Greenland),Biochar,Max extent,Mha,1.4472,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,BRN,Brunei Darussalam,Natural Regeneration,Max extent,Mha,0.0334,100,NA,NA,NA,NA
PD22,Pathway,MEA-M,IRQ,Iraq,Biochar,Max extent,Mha,1.4274,100,NA,NA,NA,NA
PD22,Pathway,JPN,JPN,Japan,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.4200,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Avoided Peat Impacts,Max extent,Mha,1.4101,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,NPL,Nepal,Optimal Intensity,Max extent,Mha,1.4088,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,ERI,Eritrea,Cropland Soil Health,Max extent,Mha,1.4034,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,BTN,Bhutan,Natural Regeneration,Max extent,Mha,0.1402,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,POL,Poland,Optimal Intensity,Max extent,Mha,1.3821,100,NA,NA,NA,NA
PD22,Pathway,CAS,GEO,Georgia,Cropland Soil Health,Max extent,Mha,1.3798,100,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Cropland Soil Health,Max extent,Mha,1.3712,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSA,MDA,Moldova,Biochar,Max extent,Mha,1.3550,100,NA,NA,NA,NA
PD22,Pathway,SSA-M,BWA,Botswana,Natural Regeneration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,EST,Estonia,Agroforestry,Max extent,Mha,1.3182,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,LTU,Lithuania,Biochar,Max extent,Mha,1.3116,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Cropland Soil Health,Max extent,Mha,1.3055,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,CAF,Central African Republic,Natural Regeneration,Max extent,Mha,0.4429,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GIN,Guinea,Improved Rice,Max extent,Mha,1.2912,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Biochar,Max extent,Mha,1.2873,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Agroforestry,Max extent,Mha,1.2811,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Biochar,Max extent,Mha,1.2810,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Optimal Intensity,Max extent,Mha,1.2694,100,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Optimal Intensity,Max extent,Mha,1.2674,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PAN,Panama,Agroforestry,Max extent,Mha,1.2651,100,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,TUR,TUN,Tunisia,Optimal Intensity,Max extent,Mha,1.2525,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Biochar,Max extent,Mha,1.2522,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,UKR,Ukraine,Optimal Intensity,Max extent,Mha,1.2518,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,PNG,Papua New Guinea,Cropland Soil Health,Max extent,Mha,1.2501,100,NA,NA,NA,NA
PD22,Pathway,CAN,CAN,Canada,Natural Regeneration,Max extent,Mha,5.4421,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Agroforestry,Max extent,Mha,1.2306,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.2200,100,NA,NA,NA,NA
PD22,Pathway,EEU,SRB,Serbia,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.2100,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,COD,Democratic Republic of the Congo (DRC),Improved Rice,Max extent,Mha,1.2051,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,MDG,Madagascar,Improved Rice,Max extent,Mha,1.1998,100,NA,NA,NA,NA
PD22,Pathway,CAS,AZE,Azerbaijan,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,USA,USA,United States (except Alaska),Improved Rice,Max extent,Mha,1.1827,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,TGO,Togo,Cropland Soil Health,Max extent,Mha,1.1763,100,NA,NA,NA,NA
PD22,Pathway,BRA,BRA,Brazil,Coastal Restoration,Max extent,Mha,1.1747,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,BDI,Burundi,Biochar,Max extent,Mha,1.1693,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,TZA,Tanzania,Improved Rice,Max extent,Mha,1.1590,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,HTI,Haiti,Optimal Intensity,Max extent,Mha,1.1562,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Optimal Intensity,Max extent,Mha,1.1511,100,NA,NA,NA,NA
PD22,Pathway,IDN,IDN,Indonesia,Avoided Peat Impacts,Max extent,Mha,1.1440,100,NA,NA,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Optimal Intensity,Max extent,Mha,1.1411,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,BGR,Bulgaria,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.1400,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,BHS,Bahamas,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,TUR,TUN,Tunisia,Biochar,Max extent,Mha,1.1394,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SLE,Sierra Leone,Biochar,Max extent,Mha,1.1355,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,COG,Republic of Congo (ROC),Cropland Soil Health,Max extent,Mha,1.1339,100,NA,NA,NA,NA
PD22,Pathway,EU15,PRT,Portugal,Nitrogen Fertilizer Management,Max extent,MtCO2e,1.1300,100,NA,NA,NA,NA
PD22,Pathway,EFTA,CHE,Switzerland,Natural Regeneration,Max extent,Mha,0.0160,100,NA,NA,NA,NA
PD22,Pathway,EU15,GRC,Greece,Biochar,Max extent,Mha,1.1097,100,NA,NA,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Agroforestry,Max extent,Mha,1.0905,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,HTI,Haiti,Agroforestry,Max extent,Mha,1.0854,100,NA,NA,NA,NA
PD22,Pathway,CAS,AZE,Azerbaijan,Biochar,Max extent,Mha,1.0837,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Biochar,Max extent,Mha,1.0790,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,AUS,Australia,Coastal Restoration,Max extent,Mha,1.0528,100,NA,NA,NA,NA
PD22,Pathway,OAS-L,BGD,Bangladesh,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,CAS,ARM,Armenia,Cropland Soil Health,Max extent,Mha,1.0343,100,NA,NA,NA,NA
PD22,Pathway,EEU-FSU,BLR,Belarus,Peat Restoration,Max extent,Mha,1.6970,100,NA,NA,NA,NA
PD22,Pathway,EU15,IRL,Ireland,Optimal Intensity,Max extent,Mha,1.0246,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CHL,Chile,Natural Regeneration,Max extent,Mha,1.5219,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CRI,Costa Rica,Agroforestry,Max extent,Mha,1.0200,100,NA,NA,NA,NA
PD22,Pathway,MEX,MEX,Mexico,Coastal Restoration,Max extent,Mha,1.0112,100,NA,NA,NA,NA
PD22,Pathway,EU15,FIN,Finland,Agroforestry,Max extent,Mha,1.0011,100,NA,NA,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.9900,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Cropland Soil Health,Max extent,Mha,0.9882,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,GTM,Guatemala,Cropland Soil Health,Max extent,Mha,0.9782,100,NA,NA,NA,NA
PD22,Pathway,EU12-H,SVK,Slovakia,Biochar,Max extent,Mha,0.9730,100,NA,NA,NA,NA
PD22,Pathway,EU15,NLD,Netherlands,Optimal Intensity,Max extent,Mha,0.9676,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,VEN,Venezuela,Biochar,Max extent,Mha,0.9604,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,PER,Peru,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.9600,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,SWZ,Swaziland,Agroforestry,Max extent,Mha,0.9565,100,NA,NA,NA,NA
PD22,Pathway,NA,FLK,Falkland Islands,Agroforestry,Max extent,Mha,0.9507,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,RWA,Rwanda,Cropland Soil Health,Max extent,Mha,0.9427,100,NA,NA,NA,NA
PD22,Pathway,CAS,AZE,Azerbaijan,Optimal Intensity,Max extent,Mha,0.9353,100,NA,NA,NA,NA
PD22,Pathway,CHN,CHN,China,Natural Regeneration,Max extent,Mha,24.1633,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,CUB,Cuba,Biochar,Max extent,Mha,0.9165,100,NA,NA,NA,NA
PD22,Pathway,OAS-CPA,LAO,Laos,Improved Rice,Max extent,Mha,0.9143,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,CIV,Cote d'Ivoire,Natural Regeneration,Max extent,Mha,5.2598,100,NA,NA,NA,NA
PD22,Pathway,OAS-M,LKA,Sri Lanka,Improved Rice,Max extent,Mha,0.9020,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,BDI,Burundi,Cropland Soil Health,Max extent,Mha,0.8940,100,NA,NA,NA,NA
PD22,Pathway,EU12-M,LVA,Latvia,Cropland Soil Health,Max extent,Mha,0.8908,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Biochar,Max extent,Mha,0.8901,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,GUY,Guyana,Optimal Intensity,Max extent,Mha,0.8895,100,NA,NA,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Agroforestry,Max extent,Mha,0.8886,100,NA,NA,NA,NA
PD22,Pathway,EFTA,NOR,Norway,Cropland Soil Health,Max extent,Mha,0.8840,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Biochar,Max extent,Mha,0.8805,100,NA,NA,NA,NA
PD22,Pathway,ANUZ,KOR,Republic of Korea (South Korea),Nitrogen Fertilizer Management,Max extent,MtCO2e,0.8800,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,URY,Uruguay,Cropland Soil Health,Max extent,Mha,0.8510,100,NA,NA,NA,NA
PD22,Pathway,EU15,BEL,Belgium,Peat Restoration,Max extent,Mha,0.0000,100,NA,NA,NA,NA
PD22,Pathway,EU15,BEL,Belgium,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.8400,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,ECU,Ecuador,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.8300,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,GNB,Guinea-Bissau,Agroforestry,Max extent,Mha,0.8245,100,NA,NA,NA,NA
PD22,Pathway,LAM-M,SLV,El Salvador,Agroforestry,Max extent,Mha,0.8221,100,NA,NA,NA,NA
PD22,Pathway,MEA-H,SAU,Saudi Arabia,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.8200,100,NA,NA,NA,NA
PD22,Pathway,EEU,ALB,Albania,Cropland Soil Health,Max extent,Mha,0.8165,100,NA,NA,NA,NA
PD22,Pathway,SSA-L,CMR,Cameroon,Natural Regeneration,Max extent,Mha,1.9187,100,NA,NA,NA,NA
PD22,Pathway,EU15,SWE,Sweden,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.8100,100,NA,NA,NA,NA
PD22,Pathway,MEA-H,ISR,Israel,Agroforestry,Max extent,Mha,0.8093,100,NA,NA,NA,NA
PD22,Pathway,CAS,GEO,Georgia,Optimal Intensity,Max extent,Mha,0.8049,100,NA,NA,NA,NA
PD22,Pathway,EEU,MKD,Macedonia (The Former Yugoslav Republic of Macedonia),Cropland Soil Health,Max extent,Mha,0.8022,100,NA,NA,NA,NA
PD22,Pathway,EEU,BIH,Bosnia and Herzegovina,Cropland Soil Health,Max extent,Mha,0.7954,100,NA,NA,NA,NA
PD22,Pathway,LAM-L,HTI,Haiti,Biochar,Max extent,Mha,0.7906,100,NA,NA,NA,NA
PD22,Pathway,EU15,FIN,Finland,Nitrogen Fertilizer Management,Max extent,MtCO2e,0.7900,100,NA,NA,NA,NA
PD22,Pathway,EU15,AUT,Austria,Biochar,Max extent,Mha,0.7896,100,NA,NA,NA,NA
