IEA Region,Technology,Scenario,Sector,Metric,Value
AFRICA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Cropland Soil Health | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Improved Rice | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Nitrogen Fertilizer Management | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Croplands | Trees in Croplands | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Animal Mgmt | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Legumes | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Grazing Land Mgmt | Optimal intensity | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, min",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter b, max",60.52
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter b, max",100
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, min",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, min",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,"Parameter a, max",0.10618
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,"Parameter a, max",0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Pathway,,Floor,0
AFRICA ,Regenerative Agriculture | Grazing Lands & Animal Mgmt | Silvopasture | Historical analogy adoption,Baseline,,Floor,0
AFRICA ,Renewables,Baseline,,Useful Life in Start Year,25
AFRICA ,Renewables,Pathway,,Useful Life in Start Year,25
AFRICA ,Renewables,Baseline,,Useful Life in End Year,45
AFRICA ,Renewables,Pathway,,Useful Life in End Year,45
AFRICA ,Renewables,Baseline,,"Start Year, Retirement Trend",1990
AFRICA ,Renewables,Pathway,,"Start Year, Retirement Trend",1990
AFRICA ,Renewables,Baseline,,Saturation Point,5
AFRICA ,Renewables,Pathway,,Saturation Point,36
AFRICA ,Renewables,Pathway,,"Parameter b, min",0
AFRICA ,Renewables,Baseline,,"Parameter b, min",0
AFRICA ,Renewables,Pathway,,"Parameter b, max",100
AFRICA ,Renewables,Baseline,,"Parameter b, max",100
AFRICA ,Renewables,Pathway,,"Parameter a, min",0
AFRICA ,Renewables,Baseline,,"Parameter a, min",0
AFRICA ,Renewables,Pathway,,"Parameter a, max",5
AFRICA ,Renewables,Baseline,,"Parameter a, max",5
AFRICA ,Renewables,Baseline,,Max annual growth,100
AFRICA ,Renewables,Pathway,,Max annual growth,100
AFRICA ,Renewables,Pathway,,Floor,0
AFRICA ,Renewables,Baseline,,Floor,0
AFRICA ,Renewables,Baseline,,"End Year, Retirement Trend",2100
AFRICA ,Renewables,Pathway,,"End Year, Retirement Trend",2100
AFRICA ,Solar,Baseline,,Useful Life in Start Year,25
AFRICA ,Solar,Pathway,,Useful Life in Start Year,25
AFRICA ,Solar,Baseline,,Useful Life in End Year,45
AFRICA ,Solar,Pathway,,Useful Life in End Year,45
AFRICA ,Solar,Baseline,,"Start Year, Retirement Trend",1990
AFRICA ,Solar,Pathway,,"Start Year, Retirement Trend",1990
AFRICA ,Solar,Baseline,,Saturation Point,5
AFRICA ,Solar,Pathway,,Saturation Point,50
AFRICA ,Solar,Pathway,,"Parameter b, min",0
AFRICA ,Solar,Baseline,,"Parameter b, min",0
AFRICA ,Solar,Pathway,,"Parameter b, max",100
AFRICA ,Solar,Baseline,,"Parameter b, max",100
AFRICA ,Solar,Pathway,,"Parameter a, min",0
AFRICA ,Solar,Baseline,,"Parameter a, min",0
AFRICA ,Solar,Pathway,,"Parameter a, max",5
AFRICA ,Solar,Baseline,,"Parameter a, max",5
AFRICA ,Solar,Baseline,,Max annual growth,100
AFRICA ,Solar,Pathway,,Max annual growth,100
AFRICA ,Solar,Pathway,,Floor,0
AFRICA ,Solar,Baseline,,Floor,0
AFRICA ,Solar,Baseline,,"End Year, Retirement Trend",2100
AFRICA ,Solar,Pathway,,"End Year, Retirement Trend",2100
AFRICA ,Solar PV | Rooftop,Baseline,,"Capacity factor, start year",10
AFRICA ,Solar PV | Rooftop,Pathway,,"Capacity factor, start year",10
AFRICA ,Solar PV | Rooftop,Baseline,,"Capacity factor, end year",28
AFRICA ,Solar PV | Rooftop,Pathway,,"Capacity factor, end year",28
AFRICA ,Solar PV | Rooftop,Baseline,,% of total solar PV generation,30%
AFRICA ,Solar PV | Rooftop,Pathway,,% of total solar PV generation,30%
AFRICA ,Solar PV | Utility,Baseline,,"Capacity factor, start year",25
AFRICA ,Solar PV | Utility,Pathway,,"Capacity factor, start year",25
AFRICA ,Solar PV | Utility,Baseline,,"Capacity factor, end year",30
AFRICA ,Solar PV | Utility,Pathway,,"Capacity factor, end year",30
AFRICA ,Solar thermal,Baseline,,TWh per million meters squared ,0.47336
AFRICA ,Solar thermal,Pathway,,TWh per million meters squared ,0.47336
AFRICA ,Solar thermal,Baseline,Industry,Saturation Point,10
AFRICA ,Solar thermal,Baseline,Buildings,Saturation Point,10
AFRICA ,Solar thermal,Pathway,Industry,Saturation Point,38
AFRICA ,Solar thermal,Pathway,Buildings,Saturation Point,100
AFRICA ,Solar thermal,Pathway,,"Parameter b, min",0
AFRICA ,Solar thermal,Baseline,,"Parameter b, min",0
AFRICA ,Solar thermal,Pathway,,"Parameter b, max",100
AFRICA ,Solar thermal,Baseline,,"Parameter b, max",100
AFRICA ,Solar thermal,Pathway,,"Parameter a, min",0
AFRICA ,Solar thermal,Baseline,,"Parameter a, min",0
AFRICA ,Solar thermal,Pathway,,"Parameter a, max",5
AFRICA ,Solar thermal,Baseline,,"Parameter a, max",5
AFRICA ,Solar thermal,Baseline,,Max annual growth,100
AFRICA ,Solar thermal,Pathway,,Max annual growth,100
AFRICA ,Solar thermal,Baseline,,GW-th per million meters squared,0.69625
AFRICA ,Solar thermal,Pathway,,GW-th per million meters squared,0.69625
AFRICA ,Solar thermal,Pathway,Industry,Floor,0
AFRICA ,Solar thermal,Pathway,Buildings,Floor,0
AFRICA ,Solar thermal,Baseline,Industry,Floor,0
AFRICA ,Solar thermal,Baseline,Buildings,Floor,0
AFRICA ,Solar thermal,Baseline,Industry,% demand below 200° C ,38
AFRICA ,Solar thermal,Pathway,Industry,% demand below 200° C ,38
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,Useful Life in Start Year,25
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,Useful Life in Start Year,25
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,Useful Life in End Year,45
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,Useful Life in End Year,45
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"Start Year, Retirement Trend",1990
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"Start Year, Retirement Trend",1990
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,Saturation Point,5
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,Saturation Point,36
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter b, min",0
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter b, min",0
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter b, max",100
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter b, max",100
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter a, min",0
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter a, min",0
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"Parameter a, max",5
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"Parameter a, max",5
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,Max annual growth,100
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,Max annual growth,100
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,Floor,0
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,Floor,0
AFRICA ,"Solar, tide, wave, fuel cell",Baseline,,"End Year, Retirement Trend",2100
AFRICA ,"Solar, tide, wave, fuel cell",Pathway,,"End Year, Retirement Trend",2100
AFRICA ,Tide and wave,Baseline,,Useful Life in Start Year,25
AFRICA ,Tide and wave,Pathway,,Useful Life in Start Year,25
AFRICA ,Tide and wave,Baseline,,Useful Life in End Year,45
AFRICA ,Tide and wave,Pathway,,Useful Life in End Year,45
AFRICA ,Tide and wave,Baseline,,"Start Year, Retirement Trend",1990
AFRICA ,Tide and wave,Pathway,,"Start Year, Retirement Trend",1990
AFRICA ,Tide and wave,Baseline,,Saturation Point,5
AFRICA ,Tide and wave,Pathway,,Saturation Point,10
AFRICA ,Tide and wave,Pathway,,"Parameter b, min",0
AFRICA ,Tide and wave,Baseline,,"Parameter b, min",0
AFRICA ,Tide and wave,Pathway,,"Parameter b, max",100
AFRICA ,Tide and wave,Baseline,,"Parameter b, max",100
AFRICA ,Tide and wave,Pathway,,"Parameter a, min",0
AFRICA ,Tide and wave,Baseline,,"Parameter a, min",0
AFRICA ,Tide and wave,Pathway,,"Parameter a, max",5
AFRICA ,Tide and wave,Baseline,,"Parameter a, max",5
AFRICA ,Tide and wave,Baseline,,Max annual growth,100
AFRICA ,Tide and wave,Pathway,,Max annual growth,100
AFRICA ,Tide and wave,Pathway,,Floor,0
AFRICA ,Tide and wave,Baseline,,Floor,0
AFRICA ,Tide and wave,Baseline,,"End Year, Retirement Trend",2100
AFRICA ,Tide and wave,Pathway,,"End Year, Retirement Trend",2100
AFRICA ,Wind,Baseline,,Useful Life in Start Year,15
AFRICA ,Wind,Pathway,,Useful Life in Start Year,15
AFRICA ,Wind,Baseline,,Useful Life in End Year,30
AFRICA ,Wind,Pathway,,Useful Life in End Year,30
AFRICA ,Wind,Baseline,,"Start Year, Retirement Trend",1990
AFRICA ,Wind,Pathway,,"Start Year, Retirement Trend",1990
AFRICA ,Wind,Baseline,,Saturation Point,5
AFRICA ,Wind,Pathway,,Saturation Point,45
AFRICA ,Wind,Pathway,,"Parameter b, min",0
AFRICA ,Wind,Baseline,,"Parameter b, min",0
AFRICA ,Wind,Pathway,,"Parameter b, max",100
AFRICA ,Wind,Baseline,,"Parameter b, max",100
AFRICA ,Wind,Pathway,,"Parameter a, min",0
AFRICA ,Wind,Baseline,,"Parameter a, min",0
AFRICA ,Wind,Pathway,,"Parameter a, max",5
AFRICA ,Wind,Baseline,,"Parameter a, max",5
AFRICA ,Wind,Baseline,,Max annual growth,100
AFRICA ,Wind,Pathway,,Max annual growth,100
AFRICA ,Wind,Pathway,,Floor,0
AFRICA ,Wind,Baseline,,Floor,0
AFRICA ,Wind,Baseline,,"End Year, Retirement Trend",2100
AFRICA ,Wind,Pathway,,"End Year, Retirement Trend",2100
AFRICA ,Wind | Offshore,Baseline,,"Capacity factor, end year",30
AFRICA ,Wind | Offshore,Baseline,,"Capacity factor, end year",45
AFRICA ,Wind | Offshore,Pathway,,"Capacity factor, end year",30
AFRICA ,Wind | Offshore,Pathway,,"Capacity factor, end year",45
AFRICA ,Wind | Onshore,Baseline,,"Capacity factor, start year",25
AFRICA ,Wind | Onshore,Baseline,,"Capacity factor, start year",40
AFRICA ,Wind | Onshore,Pathway,,"Capacity factor, start year",25
AFRICA ,Wind | Onshore,Pathway,,"Capacity factor, start year",40
AFRICA ,Wind | Onshore,Baseline,,% of total wind generation,75%
AFRICA ,Wind | Onshore,Pathway,,% of total wind generation,75%
ASEAN ,Biochar,Baseline,Industry,Saturation Point,5
ASEAN ,Biochar,Pathway,Industry,Saturation Point,23
ASEAN ,Biochar,Pathway,,"Parameter b, min",0
ASEAN ,Biochar,Baseline,,"Parameter b, min",0
ASEAN ,Biochar,Pathway,,"Parameter b, max",100
ASEAN ,Biochar,Baseline,,"Parameter b, max",100
ASEAN ,Biochar,Pathway,,"Parameter a, min",0
ASEAN ,Biochar,Baseline,,"Parameter a, min",0
ASEAN ,Biochar,Pathway,,"Parameter a, max",5
ASEAN ,Biochar,Baseline,,"Parameter a, max",5
ASEAN ,Biochar,Baseline,,Max annual growth,100
ASEAN ,Biochar,Pathway,,Max annual growth,100
ASEAN ,Biochar,Pathway,Industry,Floor,0
ASEAN ,Biochar,Baseline,Industry,Floor,0
ASEAN ,Biofuels,Baseline,,Saturation Point,10
ASEAN ,Biofuels,Pathway,,Saturation Point,100
ASEAN ,Biofuels,Baseline,,Max annual growth,100
ASEAN ,Biofuels,Pathway,,Floor,0
ASEAN ,Biofuels,Baseline,,Floor,0
ASEAN ,Biofuels | Ethanol,Baseline,,% share of biofuels in 2100,50
ASEAN ,Biofuels | Ethanol,Pathway,,% share of biofuels in 2100,50
ASEAN ,Biofuels | Ethanol,Baseline,,% share of biofuels in 2050,62
ASEAN ,Biofuels | Ethanol,Pathway,,% share of biofuels in 2050,62
ASEAN ,Biomass and waste,Baseline,,Useful Life in Start Year,25
ASEAN ,Biomass and waste,Pathway,,Useful Life in Start Year,25
ASEAN ,Biomass and waste,Baseline,,Useful Life in End Year,45
ASEAN ,Biomass and waste,Pathway,,Useful Life in End Year,45
ASEAN ,Biomass and waste,Baseline,,"Start Year, Retirement Trend",1990
ASEAN ,Biomass and waste,Pathway,,"Start Year, Retirement Trend",1990
ASEAN ,Biomass and waste,Baseline,,Saturation Point,5
ASEAN ,Biomass and waste,Pathway,,Saturation Point,5
ASEAN ,Biomass and waste,Pathway,,"Parameter b, min",0
ASEAN ,Biomass and waste,Baseline,,"Parameter b, min",0
ASEAN ,Biomass and waste,Pathway,,"Parameter b, max",100
ASEAN ,Biomass and waste,Baseline,,"Parameter b, max",100
ASEAN ,Biomass and waste,Pathway,,"Parameter a, min",0
ASEAN ,Biomass and waste,Baseline,,"Parameter a, min",0
ASEAN ,Biomass and waste,Pathway,,"Parameter a, max",5
ASEAN ,Biomass and waste,Baseline,,"Parameter a, max",5
ASEAN ,Biomass and waste,Baseline,,Max annual growth,100
ASEAN ,Biomass and waste,Pathway,,Max annual growth,100
ASEAN ,Biomass and waste,Pathway,,Floor,0
ASEAN ,Biomass and waste,Baseline,,Floor,0
ASEAN ,Biomass and waste,Baseline,,"End Year, Retirement Trend",2100
ASEAN ,Biomass and waste,Pathway,,"End Year, Retirement Trend",2100
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Pathway,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Baseline,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Pathway,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Baseline,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Pathway,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Baseline,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Pathway,,"Parameter a, max",0.0263
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Baseline,,"Parameter a, max",0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Pathway,,Floor,0
ASEAN ,Forests & Wetlands | Avoided Coastal Impacts | Historical analogy adoption,Baseline,,Floor,0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Pathway,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Baseline,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Pathway,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Baseline,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Pathway,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Baseline,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Pathway,,"Parameter a, max",0.0263
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Baseline,,"Parameter a, max",0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Pathway,,Floor,0
ASEAN ,Forests & Wetlands | Avoided Forest Conversion | Historical analogy adoption,Baseline,,Floor,0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Pathway,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Baseline,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Pathway,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Baseline,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Pathway,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Baseline,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Pathway,,"Parameter a, max",0.0263
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Baseline,,"Parameter a, max",0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Pathway,,Floor,0
ASEAN ,Forests & Wetlands | Avoided Peat Impacts | Historical analogy adoption,Baseline,,Floor,0
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,"Parameter b, min",40.46
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,"Parameter b, max",40.46
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter b, max",100
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,"Parameter a, min",0.1157
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter a, min",0
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,"Parameter a, max",0.1157
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,"Parameter a, max",0
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Pathway,,Floor,0
ASEAN ,Forests & Wetlands | Coastal Restoration | Historical analogy adoption,Baseline,,Floor,0
ASEAN ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter b, min",37.1
ASEAN ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter b, min",0
ASEAN ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Pathway,,"Parameter b, max",37.1
ASEAN ,Forests & Wetlands | Improved Forest Mgmt | Historical analogy adoption,Baseline,,"Parameter b, max",100
