LAM ,Primary Energy | Nuclear,EJ/yr,10,7,8,6,4, -   , -   , -   , -   , -   , -   
LAM ,Primary Energy | Oil,EJ/yr,168,170,192,202,207,209,227,251,276,296,295
MAF ,Primary Energy | Biomass,EJ/yr,50,51,60,77,90,106,120,117,115,114,111
MAF ,Primary Energy | Gas,EJ/yr,99,115,144,176,206,233,235,243,250,261,305
MAF ,Primary Energy | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
MAF ,Primary Energy | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,66,73,80
MAF ,Primary Energy | Nuclear,EJ/yr,10,7,8,6,4, -   , -   , -   , -   , -   , -   
MAF ,Primary Energy | Oil,EJ/yr,168,170,192,202,207,209,227,251,276,296,295
ASIA ,Primary Energy | Biomass,EJ/yr,50,51,60,77,90,106,120,117,115,114,111
ASIA ,Primary Energy | Gas,EJ/yr,99,115,144,176,206,233,235,243,250,261,305
ASIA ,Primary Energy | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
ASIA ,Primary Energy | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,66,73,80
ASIA ,Primary Energy | Nuclear,EJ/yr,10,7,8,6,4, -   , -   , -   , -   , -   , -   
ASIA ,Primary Energy | Oil,EJ/yr,168,170,192,202,207,209,227,251,276,296,295
OECD90 ,Secondary Energy | Electricity,EJ/yr,67,80,103,134,170,211,240,272,305,331,361
OECD90 ,Secondary Energy | Electricity | Biomass,EJ/yr,1,0,1,2,3,6,8,10,11,13,14
OECD90 ,Secondary Energy | Electricity | Coal,EJ/yr,27,33,44,59,74,93,108,122,137,149,163
OECD90 ,Secondary Energy | Electricity | Gas,EJ/yr,14,22,30,41,53,66,69,76,84,88,95
OECD90 ,Secondary Energy | Electricity | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
OECD90 ,Secondary Energy | Electricity | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,67,73,81
OECD90 ,Secondary Energy | Electricity | Nuclear,EJ/yr,10,9,8,6,4, -   , -   , -   , -   , -   , -   
OECD90 ,Secondary Energy | Electricity | Oil,EJ/yr,4,3,3,3,3,3,4,5,7,8,8
OECD90 ,Secondary Energy | Liquids | Fossil,EJ/yr,0,1,3,8,17,29,40,51,59,63,69
LAM ,Secondary Energy | Electricity,EJ/yr,67,80,103,134,170,211,240,272,305,331,361
LAM ,Secondary Energy | Electricity | Biomass,EJ/yr,1,0,1,2,3,6,8,10,11,13,14
LAM ,Secondary Energy | Electricity | Coal,EJ/yr,27,33,44,59,74,93,108,122,137,149,163
LAM ,Secondary Energy | Electricity | Gas,EJ/yr,14,22,30,41,53,66,69,76,84,88,95
LAM ,Secondary Energy | Electricity | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
LAM ,Secondary Energy | Electricity | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,67,73,81
LAM ,Secondary Energy | Electricity | Nuclear,EJ/yr,10,9,8,6,4, -   , -   , -   , -   , -   , -   
LAM ,Secondary Energy | Electricity | Oil,EJ/yr,4,3,3,3,3,3,4,5,7,8,8
LAM ,Secondary Energy | Liquids | Fossil,EJ/yr,0,1,3,8,17,29,40,51,59,63,69
MAF ,Secondary Energy | Electricity,EJ/yr,67,80,103,134,170,211,240,272,305,331,361
MAF ,Secondary Energy | Electricity | Biomass,EJ/yr,1,0,1,2,3,6,8,10,11,13,14
MAF ,Secondary Energy | Electricity | Coal,EJ/yr,27,33,44,59,74,93,108,122,137,149,163
MAF ,Secondary Energy | Electricity | Gas,EJ/yr,14,22,30,41,53,66,69,76,84,88,95
MAF ,Secondary Energy | Electricity | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
MAF ,Secondary Energy | Electricity | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,67,73,81
MAF ,Secondary Energy | Electricity | Nuclear,EJ/yr,10,9,8,6,4, -   , -   , -   , -   , -   , -   
MAF ,Secondary Energy | Electricity | Oil,EJ/yr,4,3,3,3,3,3,4,5,7,8,8
MAF ,Secondary Energy | Liquids | Fossil,EJ/yr,0,1,3,8,17,29,40,51,59,63,69
ASIA ,Secondary Energy | Electricity,EJ/yr,67,80,103,134,170,211,240,272,305,331,361
ASIA ,Secondary Energy | Electricity | Biomass,EJ/yr,1,0,1,2,3,6,8,10,11,13,14
ASIA ,Secondary Energy | Electricity | Coal,EJ/yr,27,33,44,59,74,93,108,122,137,149,163
ASIA ,Secondary Energy | Electricity | Gas,EJ/yr,14,22,30,41,53,66,69,76,84,88,95
ASIA ,Secondary Energy | Electricity | Hydro,EJ/yr,11,11,12,13,15,16,17,18,20,21,22
ASIA ,Secondary Energy | Electricity | Non-Biomass Renewables,EJ/yr,11,13,17,25,33,43,51,59,67,73,81
ASIA ,Secondary Energy | Electricity | Nuclear,EJ/yr,10,9,8,6,4, -   , -   , -   , -   , -   , -   
ASIA ,Secondary Energy | Electricity | Oil,EJ/yr,4,3,3,3,3,3,4,5,7,8,8
ASIA ,Secondary Energy | Liquids | Fossil,EJ/yr,0,1,3,8,17,29,40,51,59,63,69
