label,iso3c,year,value,unit
Thousands of passenger journeys by railway,USA,1937,39.37007874015748,percent of max
Thousands of passenger journeys by railway,USA,1938,35.826771653543304,percent of max
Thousands of passenger journeys by railway,USA,1939,35.74803149606299,percent of max
Thousands of passenger journeys by railway,USA,1940,35.90551181102362,percent of max
Thousands of passenger journeys by railway,USA,1941,38.503937007874015,percent of max
Thousands of passenger journeys by railway,USA,1942,52.91338582677165,percent of max
Thousands of passenger journeys by railway,USA,1943,69.92125984251969,percent of max
Thousands of passenger journeys by railway,USA,1944,72.1259842519685,percent of max
Thousands of passenger journeys by railway,USA,1945,70.62992125984252,percent of max
Thousands of passenger journeys by railway,USA,1946,62.59842519685039,percent of max
Thousands of passenger journeys by railway,USA,1947,55.66929133858268,percent of max
Thousands of passenger journeys by railway,USA,1948,50.86614173228347,percent of max
Thousands of passenger journeys by railway,USA,1949,43.85826771653543,percent of max
Thousands of passenger journeys by railway,USA,1950,38.425196850393704,percent of max
Thousands of passenger journeys by railway,USA,1951,38.188976377952756,percent of max
Thousands of passenger journeys by railway,USA,1952,37.08661417322834,percent of max
Thousands of passenger journeys by railway,USA,1953,36.06299212598425,percent of max
Thousands of passenger journeys by railway,USA,1954,34.724409448818896,percent of max
Thousands of passenger journeys by railway,USA,1955,34.09448818897638,percent of max
Thousands of passenger journeys by railway,USA,1956,33.85826771653544,percent of max
Thousands of passenger journeys by railway,USA,1957,32.519685039370074,percent of max
Thousands of passenger journeys by railway,USA,1958,30.078740157480315,percent of max
Thousands of passenger journeys by railway,USA,1959,27.874015748031493,percent of max
Thousands of passenger journeys by railway,USA,1960,25.74803149606299,percent of max
Thousands of passenger journeys by railway,USA,1961,25.03937007874016,percent of max
Thousands of passenger journeys by railway,USA,1962,24.64566929133858,percent of max
Thousands of passenger journeys by railway,USA,1963,24.488188976377952,percent of max
Thousands of passenger journeys by railway,USA,1964,24.7244094488189,percent of max
Thousands of passenger journeys by railway,USA,1965,24.094488188976378,percent of max
Thousands of passenger journeys by railway,USA,1966,24.251968503937007,percent of max
Thousands of passenger journeys by railway,USA,1967,23.937007874015748,percent of max
Thousands of passenger journeys by railway,USA,1968,23.700787401574804,percent of max
Thousands of passenger journeys by railway,USA,1969,23.77952755905512,percent of max
Thousands of passenger journeys by railway,USA,1970,22.755905511811022,percent of max
Thousands of passenger journeys by railway,USA,1971,21.73228346456693,percent of max
Thousands of passenger journeys by railway,USA,1972,20.629921259842522,percent of max
Thousands of passenger journeys by railway,USA,1973,20.078740157480315,percent of max
Thousands of passenger journeys by railway,USA,1974,21.653543307086615,percent of max
Thousands of passenger journeys by railway,USA,1975,21.25984251968504,percent of max
Thousands of passenger journeys by railway,USA,1976,21.41732283464567,percent of max
Thousands of passenger journeys by railway,USA,1977,21.73228346456693,percent of max
Thousands of passenger journeys by railway,USA,1978,20.629921259842522,percent of max
Thousands of passenger journeys by railway,USA,1979,21.5748031496063,percent of max
Thousands of passenger journeys by railway,USA,1980,22.125984251968504,percent of max
Passenger journeys by railway (passenger-km),USA,1882,8.036763989477445,percent of max
Passenger journeys by railway (passenger-km),USA,1883,8.927933487057906,percent of max
Passenger journeys by railway (passenger-km),USA,1884,9.176707479458283,percent of max
Passenger journeys by railway (passenger-km),USA,1885,9.54824461693352,percent of max
Passenger journeys by railway (passenger-km),USA,1886,10.097755837744796,percent of max
Passenger journeys by railway (passenger-km),USA,1887,11.04933259718749,percent of max
Passenger journeys by railway (passenger-km),USA,1888,11.69822350686889,percent of max
Passenger journeys by railway (passenger-km),USA,1889,12.507550907732778,percent of max
Passenger journeys by railway (passenger-km),USA,1890,13.08953915105063,percent of max
Passenger journeys by railway (passenger-km),USA,1891,13.782598811340977,percent of max
Passenger journeys by railway (passenger-km),USA,1892,14.339904517553832,percent of max
Passenger journeys by railway (passenger-km),USA,1893,15.268747361241921,percent of max
Passenger journeys by railway (passenger-km),USA,1894,15.333701406255074,percent of max
Passenger journeys by railway (passenger-km),USA,1895,13.079146503848527,percent of max
Passenger journeys by railway (passenger-km),USA,1896,14.002793023935567,percent of max
Passenger journeys by railway (passenger-km),USA,1897,13.153194115163522,percent of max
Passenger journeys by railway (passenger-km),USA,1898,14.358091650157515,percent of max
Passenger journeys by railway (passenger-km),USA,1899,15.657172550420578,percent of max
Passenger journeys by railway (passenger-km),USA,1900,17.210223766685072,percent of max
Passenger journeys by railway (passenger-km),USA,1901,18.622974245721153,percent of max
Passenger journeys by railway (passenger-km),USA,1902,21.128901302328604,percent of max
Passenger journeys by railway (passenger-km),USA,1903,22.444870254295086,percent of max
Passenger journeys by railway (passenger-km),USA,1904,23.525705563313956,percent of max
Passenger journeys by railway (passenger-km),USA,1905,25.539280958721704,percent of max
Passenger journeys by railway (passenger-km),USA,1906,27.005943295118705,percent of max
Passenger journeys by railway (passenger-km),USA,1907,29.744405832873245,percent of max
Passenger journeys by railway (passenger-km),USA,1908,31.209119547919844,percent of max
Passenger journeys by railway (passenger-km),USA,1909,31.23640024682537,percent of max
Passenger journeys by railway (passenger-km),USA,1910,34.70169854827709,percent of max
Passenger journeys by railway (passenger-km),USA,1911,35.628592770614794,percent of max
Passenger journeys by railway (passenger-km),USA,1912,35.553895618849666,percent of max
Passenger journeys by railway (passenger-km),USA,1913,37.20762560488454,percent of max
Passenger journeys by railway (passenger-km),USA,1914,37.94160631353318,percent of max
Passenger journeys by railway (passenger-km),USA,1915,34.848494690006824,percent of max
Passenger journeys by railway (passenger-km),USA,1916,36.81660225390536,percent of max
Passenger journeys by railway (passenger-km),USA,1917,41.918092949238414,percent of max
Passenger journeys by railway (passenger-km),USA,1918,45.17099152349713,percent of max
Passenger journeys by railway (passenger-km),USA,1919,48.961060050014616,percent of max
Passenger journeys by railway (passenger-km),USA,1920,49.517716215777334,percent of max
Passenger journeys by railway (passenger-km),USA,1921,39.41541359488162,percent of max
Passenger journeys by railway (passenger-km),USA,1922,37.43431522198045,percent of max
Passenger journeys by railway (passenger-km),USA,1923,40.029878860706056,percent of max
Passenger journeys by railway (passenger-km),USA,1924,38.016953005748434,percent of max
Passenger journeys by railway (passenger-km),USA,1925,37.80650189990581,percent of max
Passenger journeys by railway (passenger-km),USA,1926,37.290117242051245,percent of max
Passenger journeys by railway (passenger-km),USA,1927,35.33045370400442,percent of max
Passenger journeys by railway (passenger-km),USA,1928,33.15579227696405,percent of max
Passenger journeys by railway (passenger-km),USA,1929,32.577701276346986,percent of max
Passenger journeys by railway (passenger-km),USA,1930,28.09457308953915,percent of max
Passenger journeys by railway (passenger-km),USA,1931,22.927478808742816,percent of max
Passenger journeys by railway (passenger-km),USA,1932,17.767529472897927,percent of max
Passenger journeys by railway (passenger-km),USA,1933,17.110194537364816,percent of max
Passenger journeys by railway (passenger-km),USA,1934,18.887986749374814,percent of max
Passenger journeys by railway (passenger-km),USA,1935,19.34786138806794,percent of max
Passenger journeys by railway (passenger-km),USA,1936,23.478289110454355,percent of max
Passenger journeys by railway (passenger-km),USA,1937,25.814686109577472,percent of max
Passenger journeys by railway (passenger-km),USA,1938,22.639082848884414,percent of max
Passenger journeys by railway (passenger-km),USA,1939,23.742652073657887,percent of max
Passenger journeys by railway (passenger-km),USA,1940,24.83777727257965,percent of max
Passenger journeys by railway (passenger-km),USA,1941,30.73885226202462,percent of max
Passenger journeys by railway (passenger-km),USA,1942,56.18330031502712,percent of max
Passenger journeys by railway (passenger-km),USA,1943,91.91127277451203,percent of max
Passenger journeys by railway (passenger-km),USA,1944,100.0,percent of max
Passenger journeys by railway (passenger-km),USA,1945,95.9890877204378,percent of max
Passenger journeys by railway (passenger-km),USA,1946,67.68925984865707,percent of max
Passenger journeys by railway (passenger-km),USA,1947,48.056250202981396,percent of max
Passenger journeys by railway (passenger-km),USA,1948,43.093111623526354,percent of max
Passenger journeys by railway (passenger-km),USA,1949,36.725666590886945,percent of max
Passenger journeys by railway (passenger-km),USA,1950,33.231138969179305,percent of max
Passenger journeys by railway (passenger-km),USA,1951,36.21058101393264,percent of max
Passenger journeys by railway (passenger-km),USA,1952,35.57597999415413,percent of max
Passenger journeys by railway (passenger-km),USA,1953,33.114871228605764,percent of max
Passenger journeys by railway (passenger-km),USA,1954,30.63882303270436,percent of max
Passenger journeys by railway (passenger-km),USA,1955,29.842486440843103,percent of max
Passenger journeys by railway (passenger-km),USA,1956,29.49498230002273,percent of max
Passenger journeys by railway (passenger-km),USA,1957,27.089084472735543,percent of max
Passenger journeys by railway (passenger-km),USA,1958,24.351271475431133,percent of max
Passenger journeys by railway (passenger-km),USA,1959,23.075574031372803,percent of max
Passenger journeys by railway (passenger-km),USA,1960,22.248709038355365,percent of max
Passenger journeys by railway (passenger-km),USA,1961,21.22893053164886,percent of max
Passenger journeys by railway (passenger-km),USA,1962,20.82946315481797,percent of max
Passenger journeys by railway (passenger-km),USA,1963,19.358254035270047,percent of max
Passenger journeys by railway (passenger-km),USA,1964,19.099087395667567,percent of max
Passenger journeys by railway (passenger-km),USA,1965,18.2449417037446,percent of max
Passenger journeys by railway (passenger-km),USA,1966,17.94030723263291,percent of max
Passenger journeys by railway (passenger-km),USA,1967,15.955961157481083,percent of max
Passenger journeys by railway (passenger-km),USA,1968,13.760514436036503,percent of max
Passenger journeys by railway (passenger-km),USA,1969,12.768016628235523,percent of max
Passenger journeys by railway (passenger-km),USA,1970,11.274723133383132,percent of max
Passenger journeys by railway (passenger-km),USA,1971,9.265044980676173,percent of max
Passenger journeys by railway (passenger-km),USA,1972,8.960410509564483,percent of max
Passenger journeys by railway (passenger-km),USA,1973,9.730115942970349,percent of max
Passenger journeys by railway (passenger-km),USA,1974,10.818096196940665,percent of max
Passenger journeys by railway (passenger-km),USA,1975,10.207528173817025,percent of max
Passenger journeys by railway (passenger-km),USA,1976,10.189990581663473,percent of max
Passenger journeys by railway (passenger-km),USA,1977,10.759637556428826,percent of max
Passenger journeys by railway (passenger-km),USA,1978,10.686239485563963,percent of max
Passenger journeys by railway (passenger-km),USA,1979,11.707966613620863,percent of max
Passenger journeys by railway (passenger-km),USA,1980,11.493618265077457,percent of max
Passenger journeys by railway (passenger-km),USA,1981,11.932707609366373,percent of max
Passenger journeys by railway (passenger-km),USA,1982,11.020103276931572,percent of max
Passenger journeys by railway (passenger-km),USA,1983,11.435809165015751,percent of max
Passenger journeys by railway (passenger-km),USA,1984,10.758988015978694,percent of max
Passenger journeys by railway (passenger-km),USA,1985,11.463739404371408,percent of max
Passenger journeys by railway (passenger-km),USA,1995,14.341331893963172,percent of max
Passenger journeys by railway (passenger-km),USA,1996,14.202597898693774,percent of max
Passenger journeys by railway (passenger-km),USA,1997,14.774679421290637,percent of max
Passenger journeys by railway (passenger-km),USA,1998,15.25795935632685,percent of max
Passenger journeys by railway (passenger-km),USA,1999,15.530950596229417,percent of max
Passenger journeys by railway (passenger-km),USA,2000,16.87329508552499,percent of max
Passenger journeys by railway (passenger-km),USA,2001,16.367182166053716,percent of max
Passenger journeys by railway (passenger-km),USA,2002,15.85503719362476,percent of max
Passenger journeys by railway (passenger-km),USA,2003,16.267137676534052,percent of max
Passenger journeys by railway (passenger-km),USA,2004,16.093379239959727,percent of max
Passenger journeys by railway (passenger-km),USA,2005,16.494164937470686,percent of max
Passenger journeys by railway (passenger-km),USA,2006,17.73013699308434,percent of max
Passenger journeys by railway (passenger-km),USA,2007,19.71868839132279,percent of max
Passenger journeys by railway (passenger-km),USA,2008,20.878442412674485,percent of max
Passenger journeys by railway (passenger-km),USA,2009,20.07530228801533,percent of max
Passenger journeys by railway (passenger-km),USA,2010,20.701940124809845,percent of max
Passenger journeys by railway (passenger-km),USA,2011,21.161709720913905,percent of max
Passenger journeys by railway (passenger-km),USA,2012,22.166022964574065,percent of max
Passenger journeys by railway (passenger-km),USA,2013,23.414052769426778,percent of max
Passenger journeys by railway (passenger-km),USA,2014,23.6387947702465,percent of max
Passenger journeys by railway (passenger-km),USA,2015,23.411955234575686,percent of max
Passenger journeys by railway (passenger-km),USA,2016,23.31340804492806,percent of max
Passenger journeys by railway (passenger-km),USA,2017,21.600820114098273,percent of max
Passenger journeys by railway (passenger-km),USA,2018,20.761070856246956,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1870,4.386666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1882,21.8,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1883,24.2,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1884,24.133333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1885,26.400000000000002,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1886,29.133333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1887,33.4,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1888,35.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1889,37.46666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1890,41.8,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1899,30.333333333333336,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1900,35.266666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1901,35.333333333333336,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1902,39.800000000000004,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1903,43.266666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1904,43.2,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1905,47.46666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1906,54.2,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1907,59.06666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1908,52.6,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1909,53.266666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1910,62.06666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1911,60.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1912,62.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1913,73.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1914,66.66666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1915,61.93333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1916,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1917,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1918,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1919,73.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1920,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1921,61.6,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1922,66.66666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1923,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1924,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1925,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1926,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1927,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1928,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1929,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1930,73.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1931,57.13333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1932,41.06666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1933,44.333333333333336,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1934,48.53333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1935,50.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1936,61.199999999999996,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1937,65.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1938,49.6,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1939,57.733333333333334,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1940,64.66666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1941,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1942,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1943,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1944,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1945,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1946,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1947,100.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1948,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1949,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1950,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1951,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1952,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1953,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1954,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1955,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1956,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1957,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1958,73.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1959,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1960,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1961,73.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1962,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1963,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1964,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1965,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1966,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1967,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1968,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1969,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1970,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1971,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1972,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1973,100.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1974,100.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1975,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1976,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1977,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1978,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1979,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1980,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1981,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1982,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1983,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1984,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1985,80.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1986,66.66666666666666,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1987,86.66666666666667,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1988,100.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1989,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1990,100.0,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1991,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1992,93.33333333333333,percent of max
Metric tons of freight carried on railways (excluding livestock and passenger baggage),USA,1993,93.33333333333333,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1865,0.2815241474289811,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1866,0.3422978864311079,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1867,0.39502752847512396,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1868,0.44865251085232355,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1869,0.5505362723136025,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1870,0.6416950517159995,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1871,0.7266018745031477,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1872,0.8374244064899147,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1873,0.9759525354319781,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1874,1.0090206594581108,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1875,1.0233182087493606,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1876,1.1395031957241735,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1877,1.1412894793403574,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1878,1.393323133791563,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1879,1.7052338714007969,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1880,1.8893413900440588,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1881,2.095791978571782,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1882,2.117688567655684,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1883,2.3743355927424323,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1884,2.409876444792841,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1885,2.648439339552798,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1886,2.8450765770653366,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1887,3.317035472206168,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1888,3.5251505965179564,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1889,3.7004928479109878,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1890,4.096609114844561,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1891,4.354953833798723,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1892,4.760924106440976,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1893,5.056175213817162,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1894,4.3180474453767,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1895,4.576392164330861,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1896,5.129987990661208,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1897,5.129987990661208,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1898,6.163366866477853,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1899,6.680056304386177,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1900,7.639622403358777,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1901,7.9348735107349615,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1902,8.488469337065307,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1903,9.337316270771838,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1904,9.411129047615885,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1905,10.038537650790277,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1906,11.62551235293727,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1907,12.732704005597961,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1908,11.773137906625362,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1909,11.773137906625362,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1910,13.729176492992584,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1911,13.69227010457056,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1912,14.245865930900909,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1913,16.275717294112177,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1914,15.537589525671713,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1915,14.947087310919347,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1916,19.744917805782343,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1917,21.442611673195408,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1918,22.033113887947774,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1919,19.78182419420437,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1920,22.291458606901937,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1921,16.68168756675443,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1922,18.453194211011535,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1923,22.43908416059003,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1924,21.1104541773972,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1925,22.475990549012053,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1926,24.099871639581067,percent of max
Freight carried on railways (excluding livestock and passenger baggage) (ton-km),USA,1927,23.28793109429656,percent of max
