IEA Region,Technology,Scenario,Sector,Metric,Value
AFRICA ,Bioenergy,baseline,Heat,"Parameter a, max",100
AFRICA ,Bioenergy,pathway,Transport,"Parameter a, max",0.15
AFRICA ,Bioenergy,baseline,Transport,"Parameter a, max",5
ME ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
ME ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
ME ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
ME ,Bioenergy,baseline,Heat,"Parameter a, max",100
ME ,Bioenergy,pathway,Transport,"Parameter a, max",0.15
ME ,Bioenergy,baseline,Transport,"Parameter a, max",5
EURASIA ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
EURASIA ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
EURASIA ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
EURASIA ,Bioenergy,baseline,Heat,"Parameter a, max",100
EURASIA ,Bioenergy,pathway,Transport,"Parameter a, max",0.1074
EURASIA ,Bioenergy,baseline,Transport,"Parameter a, max",5
RUS ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
RUS ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
RUS ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
RUS ,Bioenergy,baseline,Heat,"Parameter a, max",100
RUS ,Bioenergy,pathway,Transport,"Parameter a, max",0.14
RUS ,Bioenergy,baseline,Transport,"Parameter a, max",5
ASIAPAC ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
ASIAPAC ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
ASIAPAC ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
ASIAPAC ,Bioenergy,baseline,Heat,"Parameter a, max",100
ASIAPAC ,Bioenergy,pathway,Transport,"Parameter a, max",0.15
ASIAPAC ,Bioenergy,baseline,Transport,"Parameter a, max",5
CHINA ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
CHINA ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
CHINA ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
CHINA ,Bioenergy,baseline,Heat,"Parameter a, max",100
CHINA ,Bioenergy,pathway,Transport,"Parameter a, max",0.18
CHINA ,Bioenergy,baseline,Transport,"Parameter a, max",5
INDIA ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
INDIA ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
INDIA ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
INDIA ,Bioenergy,baseline,Heat,"Parameter a, max",100
INDIA ,Bioenergy,pathway,Transport,"Parameter a, max",0.15
INDIA ,Bioenergy,baseline,Transport,"Parameter a, max",5
ASEAN ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
ASEAN ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
ASEAN ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
ASEAN ,Bioenergy,baseline,Heat,"Parameter a, max",100
ASEAN ,Bioenergy,pathway,Transport,"Parameter a, max",0.1074
ASEAN ,Bioenergy,baseline,Transport,"Parameter a, max",5
DevelopingECO ,Bioenergy,pathway,Electricity,"Parameter a, max",-0.04
DevelopingECO ,Bioenergy,baseline,Electricity,"Parameter a, max",-0.04
DevelopingECO ,Bioenergy,pathway,Heat,"Parameter a, max",-0.1
DevelopingECO ,Bioenergy,baseline,Heat,"Parameter a, max",100
DevelopingECO ,Bioenergy,pathway,Transport,"Parameter a, max",0.1074
DevelopingECO ,Bioenergy,baseline,Transport,"Parameter a, max",5
 OECD ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
 OECD ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
 OECD ,Bioenergy,pathway,Heat,"Parameter a, min",-3
 OECD ,Bioenergy,baseline,Heat,"Parameter a, min",100
 OECD ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
 OECD ,Bioenergy,baseline,Transport,"Parameter a, min",0
NAM ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
NAM ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
NAM ,Bioenergy,pathway,Heat,"Parameter a, min",-3
NAM ,Bioenergy,baseline,Heat,"Parameter a, min",100
NAM ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
NAM ,Bioenergy,baseline,Transport,"Parameter a, min",0
US ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
US ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
US ,Bioenergy,pathway,Heat,"Parameter a, min",-3
US ,Bioenergy,baseline,Heat,"Parameter a, min",100
US ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
US ,Bioenergy,baseline,Transport,"Parameter a, min",0
EUR ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
EUR ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
EUR ,Bioenergy,pathway,Heat,"Parameter a, min",-3
EUR ,Bioenergy,baseline,Heat,"Parameter a, min",100
EUR ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
EUR ,Bioenergy,baseline,Transport,"Parameter a, min",0
EU ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
EU ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
EU ,Bioenergy,pathway,Heat,"Parameter a, min",-3
EU ,Bioenergy,baseline,Heat,"Parameter a, min",100
EU ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
EU ,Bioenergy,baseline,Transport,"Parameter a, min",0
SAFR ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
SAFR ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
SAFR ,Bioenergy,pathway,Heat,"Parameter a, min",-0.4
SAFR ,Bioenergy,baseline,Heat,"Parameter a, min",100
SAFR ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
SAFR ,Bioenergy,baseline,Transport,"Parameter a, min",0
JPN ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
JPN ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
JPN ,Bioenergy,pathway,Heat,"Parameter a, min",-3
JPN ,Bioenergy,baseline,Heat,"Parameter a, min",100
JPN ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
JPN ,Bioenergy,baseline,Transport,"Parameter a, min",0
AdvancedECO ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
AdvancedECO ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
AdvancedECO ,Bioenergy,pathway,Heat,"Parameter a, min",-3
AdvancedECO ,Bioenergy,baseline,Heat,"Parameter a, min",100
AdvancedECO ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
AdvancedECO ,Bioenergy,baseline,Transport,"Parameter a, min",0
NonOECD ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
NonOECD ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
NonOECD ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
NonOECD ,Bioenergy,baseline,Heat,"Parameter a, min",100
NonOECD ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
NonOECD ,Bioenergy,baseline,Transport,"Parameter a, min",0
World ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
World ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
World ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
World ,Bioenergy,baseline,Heat,"Parameter a, min",100
World ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
World ,Bioenergy,baseline,Transport,"Parameter a, min",0
CSAM ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
CSAM ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
CSAM ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
CSAM ,Bioenergy,baseline,Heat,"Parameter a, min",100
CSAM ,Bioenergy,pathway,Transport,"Parameter a, min",0.08
CSAM ,Bioenergy,baseline,Transport,"Parameter a, min",0
BRAZIL ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
BRAZIL ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
BRAZIL ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
BRAZIL ,Bioenergy,baseline,Heat,"Parameter a, min",100
BRAZIL ,Bioenergy,pathway,Transport,"Parameter a, min",0.07
BRAZIL ,Bioenergy,baseline,Transport,"Parameter a, min",0
AFRICA ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
AFRICA ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
AFRICA ,Bioenergy,pathway,Heat,"Parameter a, min",-0.4
AFRICA ,Bioenergy,baseline,Heat,"Parameter a, min",100
AFRICA ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
AFRICA ,Bioenergy,baseline,Transport,"Parameter a, min",0
ME ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
ME ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
ME ,Bioenergy,pathway,Heat,"Parameter a, min",-0.5
ME ,Bioenergy,baseline,Heat,"Parameter a, min",100
ME ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
ME ,Bioenergy,baseline,Transport,"Parameter a, min",0
EURASIA ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
EURASIA ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
EURASIA ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
EURASIA ,Bioenergy,baseline,Heat,"Parameter a, min",100
EURASIA ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
EURASIA ,Bioenergy,baseline,Transport,"Parameter a, min",0
RUS ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
RUS ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
RUS ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
RUS ,Bioenergy,baseline,Heat,"Parameter a, min",100
RUS ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
RUS ,Bioenergy,baseline,Transport,"Parameter a, min",0
ASIAPAC ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
ASIAPAC ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
ASIAPAC ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
ASIAPAC ,Bioenergy,baseline,Heat,"Parameter a, min",100
ASIAPAC ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
ASIAPAC ,Bioenergy,baseline,Transport,"Parameter a, min",0
CHINA ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
CHINA ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
CHINA ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
CHINA ,Bioenergy,baseline,Heat,"Parameter a, min",100
CHINA ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
CHINA ,Bioenergy,baseline,Transport,"Parameter a, min",0
INDIA ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
INDIA ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
INDIA ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
INDIA ,Bioenergy,baseline,Heat,"Parameter a, min",100
INDIA ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
INDIA ,Bioenergy,baseline,Transport,"Parameter a, min",0
ASEAN ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
ASEAN ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
ASEAN ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
ASEAN ,Bioenergy,baseline,Heat,"Parameter a, min",100
ASEAN ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
ASEAN ,Bioenergy,baseline,Transport,"Parameter a, min",0
DevelopingECO ,Bioenergy,pathway,Electricity,"Parameter a, min",-0.04
DevelopingECO ,Bioenergy,baseline,Electricity,"Parameter a, min",-0.04
DevelopingECO ,Bioenergy,pathway,Heat,"Parameter a, min",-0.2
DevelopingECO ,Bioenergy,baseline,Heat,"Parameter a, min",100
DevelopingECO ,Bioenergy,pathway,Transport,"Parameter a, min",0.1074
DevelopingECO ,Bioenergy,baseline,Transport,"Parameter a, min",0
 OECD ,Bioenergy,pathway,Electricity,"Parameter b, max",40
 OECD ,Bioenergy,baseline,Electricity,"Parameter b, max",40
 OECD ,Bioenergy,pathway,Heat,"Parameter b, max",200
 OECD ,Bioenergy,baseline,Heat,"Parameter b, max",-100
 OECD ,Bioenergy,pathway,Transport,"Parameter b, max",37
 OECD ,Bioenergy,baseline,Transport,"Parameter b, max",100
NAM ,Bioenergy,pathway,Electricity,"Parameter b, max",40
NAM ,Bioenergy,baseline,Electricity,"Parameter b, max",40
NAM ,Bioenergy,pathway,Heat,"Parameter b, max",200
NAM ,Bioenergy,baseline,Heat,"Parameter b, max",-100
NAM ,Bioenergy,pathway,Transport,"Parameter b, max",37
NAM ,Bioenergy,baseline,Transport,"Parameter b, max",100
US ,Bioenergy,pathway,Electricity,"Parameter b, max",40
US ,Bioenergy,baseline,Electricity,"Parameter b, max",40
US ,Bioenergy,pathway,Heat,"Parameter b, max",200
US ,Bioenergy,baseline,Heat,"Parameter b, max",-100
US ,Bioenergy,pathway,Transport,"Parameter b, max",37
US ,Bioenergy,baseline,Transport,"Parameter b, max",100
EUR ,Bioenergy,pathway,Electricity,"Parameter b, max",40
EUR ,Bioenergy,baseline,Electricity,"Parameter b, max",40
EUR ,Bioenergy,pathway,Heat,"Parameter b, max",200
EUR ,Bioenergy,baseline,Heat,"Parameter b, max",-100
EUR ,Bioenergy,pathway,Transport,"Parameter b, max",37
EUR ,Bioenergy,baseline,Transport,"Parameter b, max",100
EU ,Bioenergy,pathway,Electricity,"Parameter b, max",40
EU ,Bioenergy,baseline,Electricity,"Parameter b, max",40
EU ,Bioenergy,pathway,Heat,"Parameter b, max",200
EU ,Bioenergy,baseline,Heat,"Parameter b, max",-100
EU ,Bioenergy,pathway,Transport,"Parameter b, max",37
EU ,Bioenergy,baseline,Transport,"Parameter b, max",100
SAFR ,Bioenergy,pathway,Electricity,"Parameter b, max",40
SAFR ,Bioenergy,baseline,Electricity,"Parameter b, max",40
SAFR ,Bioenergy,pathway,Heat,"Parameter b, max",100
SAFR ,Bioenergy,baseline,Heat,"Parameter b, max",-100
SAFR ,Bioenergy,pathway,Transport,"Parameter b, max",37
SAFR ,Bioenergy,baseline,Transport,"Parameter b, max",100
JPN ,Bioenergy,pathway,Electricity,"Parameter b, max",40
JPN ,Bioenergy,baseline,Electricity,"Parameter b, max",40
JPN ,Bioenergy,pathway,Heat,"Parameter b, max",200
JPN ,Bioenergy,baseline,Heat,"Parameter b, max",-100
JPN ,Bioenergy,pathway,Transport,"Parameter b, max",37
JPN ,Bioenergy,baseline,Transport,"Parameter b, max",100
AdvancedECO ,Bioenergy,pathway,Electricity,"Parameter b, max",40
AdvancedECO ,Bioenergy,baseline,Electricity,"Parameter b, max",40
AdvancedECO ,Bioenergy,pathway,Heat,"Parameter b, max",200
AdvancedECO ,Bioenergy,baseline,Heat,"Parameter b, max",-100
AdvancedECO ,Bioenergy,pathway,Transport,"Parameter b, max",37
AdvancedECO ,Bioenergy,baseline,Transport,"Parameter b, max",100
NonOECD ,Bioenergy,pathway,Electricity,"Parameter b, max",40
NonOECD ,Bioenergy,baseline,Electricity,"Parameter b, max",40
NonOECD ,Bioenergy,pathway,Heat,"Parameter b, max",100
NonOECD ,Bioenergy,baseline,Heat,"Parameter b, max",-100
NonOECD ,Bioenergy,pathway,Transport,"Parameter b, max",37
NonOECD ,Bioenergy,baseline,Transport,"Parameter b, max",100
World ,Bioenergy,pathway,Electricity,"Parameter b, max",40
World ,Bioenergy,baseline,Electricity,"Parameter b, max",40
World ,Bioenergy,pathway,Heat,"Parameter b, max",100
World ,Bioenergy,baseline,Heat,"Parameter b, max",-100
World ,Bioenergy,pathway,Transport,"Parameter b, max",37
World ,Bioenergy,baseline,Transport,"Parameter b, max",100
CSAM ,Bioenergy,pathway,Electricity,"Parameter b, max",40
CSAM ,Bioenergy,baseline,Electricity,"Parameter b, max",40
CSAM ,Bioenergy,pathway,Heat,"Parameter b, max",100
CSAM ,Bioenergy,baseline,Heat,"Parameter b, max",-100
CSAM ,Bioenergy,pathway,Transport,"Parameter b, max",37
CSAM ,Bioenergy,baseline,Transport,"Parameter b, max",100
BRAZIL ,Bioenergy,pathway,Electricity,"Parameter b, max",40
BRAZIL ,Bioenergy,baseline,Electricity,"Parameter b, max",40
BRAZIL ,Bioenergy,pathway,Heat,"Parameter b, max",100
BRAZIL ,Bioenergy,baseline,Heat,"Parameter b, max",-100
BRAZIL ,Bioenergy,pathway,Transport,"Parameter b, max",37
BRAZIL ,Bioenergy,baseline,Transport,"Parameter b, max",100
AFRICA ,Bioenergy,pathway,Electricity,"Parameter b, max",40
AFRICA ,Bioenergy,baseline,Electricity,"Parameter b, max",40
AFRICA ,Bioenergy,pathway,Heat,"Parameter b, max",100
AFRICA ,Bioenergy,baseline,Heat,"Parameter b, max",-100
AFRICA ,Bioenergy,pathway,Transport,"Parameter b, max",37
AFRICA ,Bioenergy,baseline,Transport,"Parameter b, max",100
ME ,Bioenergy,pathway,Electricity,"Parameter b, max",40
ME ,Bioenergy,baseline,Electricity,"Parameter b, max",40
ME ,Bioenergy,pathway,Heat,"Parameter b, max",100
ME ,Bioenergy,baseline,Heat,"Parameter b, max",-100
ME ,Bioenergy,pathway,Transport,"Parameter b, max",37
ME ,Bioenergy,baseline,Transport,"Parameter b, max",100
EURASIA ,Bioenergy,pathway,Electricity,"Parameter b, max",40
EURASIA ,Bioenergy,baseline,Electricity,"Parameter b, max",40
EURASIA ,Bioenergy,pathway,Heat,"Parameter b, max",100
EURASIA ,Bioenergy,baseline,Heat,"Parameter b, max",-100
EURASIA ,Bioenergy,pathway,Transport,"Parameter b, max",37
EURASIA ,Bioenergy,baseline,Transport,"Parameter b, max",100
RUS ,Bioenergy,pathway,Electricity,"Parameter b, max",40
RUS ,Bioenergy,baseline,Electricity,"Parameter b, max",40
RUS ,Bioenergy,pathway,Heat,"Parameter b, max",100
RUS ,Bioenergy,baseline,Heat,"Parameter b, max",-100
RUS ,Bioenergy,pathway,Transport,"Parameter b, max",37
RUS ,Bioenergy,baseline,Transport,"Parameter b, max",100
ASIAPAC ,Bioenergy,pathway,Electricity,"Parameter b, max",40
ASIAPAC ,Bioenergy,baseline,Electricity,"Parameter b, max",40
ASIAPAC ,Bioenergy,pathway,Heat,"Parameter b, max",100
ASIAPAC ,Bioenergy,baseline,Heat,"Parameter b, max",-100
ASIAPAC ,Bioenergy,pathway,Transport,"Parameter b, max",37
ASIAPAC ,Bioenergy,baseline,Transport,"Parameter b, max",100
CHINA ,Bioenergy,pathway,Electricity,"Parameter b, max",40
CHINA ,Bioenergy,baseline,Electricity,"Parameter b, max",40
CHINA ,Bioenergy,pathway,Heat,"Parameter b, max",100
CHINA ,Bioenergy,baseline,Heat,"Parameter b, max",-100
CHINA ,Bioenergy,pathway,Transport,"Parameter b, max",30
CHINA ,Bioenergy,baseline,Transport,"Parameter b, max",100
INDIA ,Bioenergy,pathway,Electricity,"Parameter b, max",40
INDIA ,Bioenergy,baseline,Electricity,"Parameter b, max",40
INDIA ,Bioenergy,pathway,Heat,"Parameter b, max",100
INDIA ,Bioenergy,baseline,Heat,"Parameter b, max",-100
INDIA ,Bioenergy,pathway,Transport,"Parameter b, max",37
INDIA ,Bioenergy,baseline,Transport,"Parameter b, max",100
ASEAN ,Bioenergy,pathway,Electricity,"Parameter b, max",40
ASEAN ,Bioenergy,baseline,Electricity,"Parameter b, max",40
ASEAN ,Bioenergy,pathway,Heat,"Parameter b, max",100
ASEAN ,Bioenergy,baseline,Heat,"Parameter b, max",-100
ASEAN ,Bioenergy,pathway,Transport,"Parameter b, max",37
ASEAN ,Bioenergy,baseline,Transport,"Parameter b, max",100
DevelopingECO ,Bioenergy,pathway,Electricity,"Parameter b, max",40
DevelopingECO ,Bioenergy,baseline,Electricity,"Parameter b, max",40
DevelopingECO ,Bioenergy,pathway,Heat,"Parameter b, max",100
DevelopingECO ,Bioenergy,baseline,Heat,"Parameter b, max",-100
DevelopingECO ,Bioenergy,pathway,Transport,"Parameter b, max",37
DevelopingECO ,Bioenergy,baseline,Transport,"Parameter b, max",100
 OECD ,Bioenergy,pathway,Electricity,"Parameter b, min",40
 OECD ,Bioenergy,baseline,Electricity,"Parameter b, min",40
 OECD ,Bioenergy,pathway,Heat,"Parameter b, min",0
 OECD ,Bioenergy,baseline,Heat,"Parameter b, min",-100
 OECD ,Bioenergy,pathway,Transport,"Parameter b, min",37
 OECD ,Bioenergy,baseline,Transport,"Parameter b, min",0
NAM ,Bioenergy,pathway,Electricity,"Parameter b, min",40
NAM ,Bioenergy,baseline,Electricity,"Parameter b, min",40
NAM ,Bioenergy,pathway,Heat,"Parameter b, min",0
NAM ,Bioenergy,baseline,Heat,"Parameter b, min",-100
NAM ,Bioenergy,pathway,Transport,"Parameter b, min",37
NAM ,Bioenergy,baseline,Transport,"Parameter b, min",0
US ,Bioenergy,pathway,Electricity,"Parameter b, min",40
US ,Bioenergy,baseline,Electricity,"Parameter b, min",40
US ,Bioenergy,pathway,Heat,"Parameter b, min",0
US ,Bioenergy,baseline,Heat,"Parameter b, min",-100
US ,Bioenergy,pathway,Transport,"Parameter b, min",37
US ,Bioenergy,baseline,Transport,"Parameter b, min",0
EUR ,Bioenergy,pathway,Electricity,"Parameter b, min",40
EUR ,Bioenergy,baseline,Electricity,"Parameter b, min",40
EUR ,Bioenergy,pathway,Heat,"Parameter b, min",0
EUR ,Bioenergy,baseline,Heat,"Parameter b, min",-100
EUR ,Bioenergy,pathway,Transport,"Parameter b, min",37
EUR ,Bioenergy,baseline,Transport,"Parameter b, min",0
EU ,Bioenergy,pathway,Electricity,"Parameter b, min",40
EU ,Bioenergy,baseline,Electricity,"Parameter b, min",40
EU ,Bioenergy,pathway,Heat,"Parameter b, min",0
EU ,Bioenergy,baseline,Heat,"Parameter b, min",-100
EU ,Bioenergy,pathway,Transport,"Parameter b, min",37
EU ,Bioenergy,baseline,Transport,"Parameter b, min",0
SAFR ,Bioenergy,pathway,Electricity,"Parameter b, min",40
SAFR ,Bioenergy,baseline,Electricity,"Parameter b, min",40
SAFR ,Bioenergy,pathway,Heat,"Parameter b, min",0
SAFR ,Bioenergy,baseline,Heat,"Parameter b, min",-100
SAFR ,Bioenergy,pathway,Transport,"Parameter b, min",37
SAFR ,Bioenergy,baseline,Transport,"Parameter b, min",0
JPN ,Bioenergy,pathway,Electricity,"Parameter b, min",40
JPN ,Bioenergy,baseline,Electricity,"Parameter b, min",40
JPN ,Bioenergy,pathway,Heat,"Parameter b, min",0
JPN ,Bioenergy,baseline,Heat,"Parameter b, min",-100
JPN ,Bioenergy,pathway,Transport,"Parameter b, min",37
JPN ,Bioenergy,baseline,Transport,"Parameter b, min",0
AdvancedECO ,Bioenergy,pathway,Electricity,"Parameter b, min",40
AdvancedECO ,Bioenergy,baseline,Electricity,"Parameter b, min",40
AdvancedECO ,Bioenergy,pathway,Heat,"Parameter b, min",0
AdvancedECO ,Bioenergy,baseline,Heat,"Parameter b, min",-100
AdvancedECO ,Bioenergy,pathway,Transport,"Parameter b, min",37
AdvancedECO ,Bioenergy,baseline,Transport,"Parameter b, min",0
NonOECD ,Bioenergy,pathway,Electricity,"Parameter b, min",40
NonOECD ,Bioenergy,baseline,Electricity,"Parameter b, min",40
NonOECD ,Bioenergy,pathway,Heat,"Parameter b, min",0
NonOECD ,Bioenergy,baseline,Heat,"Parameter b, min",-100
NonOECD ,Bioenergy,pathway,Transport,"Parameter b, min",37
NonOECD ,Bioenergy,baseline,Transport,"Parameter b, min",0
World ,Bioenergy,pathway,Electricity,"Parameter b, min",40
World ,Bioenergy,baseline,Electricity,"Parameter b, min",40
World ,Bioenergy,pathway,Heat,"Parameter b, min",0
World ,Bioenergy,baseline,Heat,"Parameter b, min",-100
World ,Bioenergy,pathway,Transport,"Parameter b, min",37
World ,Bioenergy,baseline,Transport,"Parameter b, min",0
CSAM ,Bioenergy,pathway,Electricity,"Parameter b, min",40
CSAM ,Bioenergy,baseline,Electricity,"Parameter b, min",40
CSAM ,Bioenergy,pathway,Heat,"Parameter b, min",0
CSAM ,Bioenergy,baseline,Heat,"Parameter b, min",-100
CSAM ,Bioenergy,pathway,Transport,"Parameter b, min",37
CSAM ,Bioenergy,baseline,Transport,"Parameter b, min",0
BRAZIL ,Bioenergy,pathway,Electricity,"Parameter b, min",40
BRAZIL ,Bioenergy,baseline,Electricity,"Parameter b, min",40
BRAZIL ,Bioenergy,pathway,Heat,"Parameter b, min",0
BRAZIL ,Bioenergy,baseline,Heat,"Parameter b, min",-100
BRAZIL ,Bioenergy,pathway,Transport,"Parameter b, min",37
BRAZIL ,Bioenergy,baseline,Transport,"Parameter b, min",0
AFRICA ,Bioenergy,pathway,Electricity,"Parameter b, min",40
AFRICA ,Bioenergy,baseline,Electricity,"Parameter b, min",40
AFRICA ,Bioenergy,pathway,Heat,"Parameter b, min",0
AFRICA ,Bioenergy,baseline,Heat,"Parameter b, min",-100
AFRICA ,Bioenergy,pathway,Transport,"Parameter b, min",37
AFRICA ,Bioenergy,baseline,Transport,"Parameter b, min",0
ME ,Bioenergy,pathway,Electricity,"Parameter b, min",40
ME ,Bioenergy,baseline,Electricity,"Parameter b, min",40
ME ,Bioenergy,pathway,Heat,"Parameter b, min",0
ME ,Bioenergy,baseline,Heat,"Parameter b, min",-100
ME ,Bioenergy,pathway,Transport,"Parameter b, min",37
ME ,Bioenergy,baseline,Transport,"Parameter b, min",0
EURASIA ,Bioenergy,pathway,Electricity,"Parameter b, min",40
EURASIA ,Bioenergy,baseline,Electricity,"Parameter b, min",40
EURASIA ,Bioenergy,pathway,Heat,"Parameter b, min",0
EURASIA ,Bioenergy,baseline,Heat,"Parameter b, min",-100
EURASIA ,Bioenergy,pathway,Transport,"Parameter b, min",37
EURASIA ,Bioenergy,baseline,Transport,"Parameter b, min",0
RUS ,Bioenergy,pathway,Electricity,"Parameter b, min",40
RUS ,Bioenergy,baseline,Electricity,"Parameter b, min",40
RUS ,Bioenergy,pathway,Heat,"Parameter b, min",0
RUS ,Bioenergy,baseline,Heat,"Parameter b, min",-100
RUS ,Bioenergy,pathway,Transport,"Parameter b, min",37
RUS ,Bioenergy,baseline,Transport,"Parameter b, min",0
ASIAPAC ,Bioenergy,pathway,Electricity,"Parameter b, min",40
ASIAPAC ,Bioenergy,baseline,Electricity,"Parameter b, min",40
ASIAPAC ,Bioenergy,pathway,Heat,"Parameter b, min",0
ASIAPAC ,Bioenergy,baseline,Heat,"Parameter b, min",-100
ASIAPAC ,Bioenergy,pathway,Transport,"Parameter b, min",37
ASIAPAC ,Bioenergy,baseline,Transport,"Parameter b, min",0
CHINA ,Bioenergy,pathway,Electricity,"Parameter b, min",40
CHINA ,Bioenergy,baseline,Electricity,"Parameter b, min",40
CHINA ,Bioenergy,pathway,Heat,"Parameter b, min",0
CHINA ,Bioenergy,baseline,Heat,"Parameter b, min",-100
CHINA ,Bioenergy,pathway,Transport,"Parameter b, min",25
CHINA ,Bioenergy,baseline,Transport,"Parameter b, min",0
INDIA ,Bioenergy,pathway,Electricity,"Parameter b, min",40
INDIA ,Bioenergy,baseline,Electricity,"Parameter b, min",40
INDIA ,Bioenergy,pathway,Heat,"Parameter b, min",0
INDIA ,Bioenergy,baseline,Heat,"Parameter b, min",-100
INDIA ,Bioenergy,pathway,Transport,"Parameter b, min",37
INDIA ,Bioenergy,baseline,Transport,"Parameter b, min",0
ASEAN ,Bioenergy,pathway,Electricity,"Parameter b, min",40
ASEAN ,Bioenergy,baseline,Electricity,"Parameter b, min",40
